player,player_id,country,team,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents,position_level_0,position_level_2,position_level_1
Juan Carlos Valerón Santana,15602.0,Spain,Las Palmas,5.0,278.0,2.0,2.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Center Back', 'Left Defensive Midfield', 'Right Center Forward', 'Center Forward']","['Left Defensive Midfield', 'Right Midfield', 'Left Center Back', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Forward', 'Right Defensive Midfield', 'Right Midfield', 'Right Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']",3.088888888888889,Midfielder,Center Attacking Midfield,Offensive Midfielder
Juan Bernat Velasco,15651.0,Spain,Bayern Munich,15.0,1170.0,2.0,2.0,"['Center Attacking Midfield', 'Left Wing Back', 'Left Back', 'Left Midfield', 'Left Center Back']","['Left Back', 'Center Attacking Midfield', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back']",13.0,Defender,Left Back,Offensive Defender
Daniel Mesenhöler,15652.0,Germany,FC Köln,0.0,0.0,0.0,0.0,[],[],0.0,,,
Floyd Ayité,15689.0,Togo,Bastia,33.0,2625.0,4.0,4.0,"['Center Attacking Midfield', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Wing']","['Center Forward', 'Left Wing', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Right Wing', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Left Wing', 'Right Center Forward', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Center Forward', 'Right Center Forward', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Center Forward', 'Right Center Forward', 'Right Wing', 'Right Wing', 'Center Forward', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Center Forward', 'Right Wing', 'Left Midfield', 'Center Forward', 'Left Wing', 'Left Center Forward', 'Right Wing', 'Left Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Center Attacking Midfield', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Center Forward', 'Left Wing', 'Right Wing', 'Left Wing', 'Center Forward', 'Center Forward']",29.166666666666668,Forward,Center Forward,Striker
Francesco Totti,15780.0,Italy,AS Roma,6.0,274.0,3.0,3.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Right Wing', 'Left Defensive Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward']","['Left Defensive Midfield', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Right Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Midfield', 'Right Center Forward', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward']",3.0444444444444443,Forward,Center Forward,Striker
Babacar Gueye,15796.0,Senegal,Troyes,8.0,547.0,2.0,2.0,"['Right Defensive Midfield', 'Left Midfield', 'Left Center Forward', 'Center Forward', 'Left Wing']","['Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Wing', 'Center Forward', 'Center Forward', 'Left Wing', 'Center Forward', 'Left Center Forward', 'Right Defensive Midfield', 'Left Center Forward', 'Left Midfield', 'Left Center Forward']",6.0777777777777775,Forward,Center Forward,Striker
Hernán Daniel Santana Trujillo,15805.0,Spain,Las Palmas,17.0,1008.0,6.0,6.0,"['Left Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Back', 'Center Forward', 'Right Center Back']","['Center Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Right Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Forward', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield']",11.2,Midfielder,Center Defensive Midfield,Defensive Midfielder
Gervais Lombe Yao Kouassi,15818.0,Côte d'Ivoire,AS Roma,19.0,1194.0,6.0,6.0,"['Right Midfield', 'Right Wing', 'Left Center Forward', 'Center Forward', 'Left Wing']","['Left Center Forward', 'Center Forward', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Center Forward', 'Right Midfield', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Center Forward', 'Right Wing', 'Right Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing']",13.266666666666667,Forward,Left Wing,Winger
Alexander Hack,15847.0,Germany,FSV Mainz 05,7.0,630.0,0.0,0.0,"['Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back']",7.0,Defender,Left Center Back,Regular Defender
Jordon Mutch,15892.0,England,Crystal Palace,11.0,646.0,4.0,4.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Center Forward']","['Left Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Forward', 'Left Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield']",7.177777777777778,Midfielder,Center Attacking Midfield,Offensive Midfielder
Víctor Rodríguez Romero,15893.0,Spain,Getafe,40.0,2381.0,14.0,14.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Midfield', 'Right Wing', 'Left Defensive Midfield', 'Right Center Forward', 'Left Center Forward', 'Left Wing']","['Right Center Forward', 'Left Defensive Midfield', 'Right Wing', 'Left Midfield', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Wing', 'Left Wing', 'Left Center Forward', 'Left Midfield', 'Right Midfield']",26.45555555555556,Midfielder,Center Attacking Midfield,Offensive Midfielder
Doneil Henry,15894.0,Canada,West Ham United,0.0,0.0,0.0,0.0,[],[],0.0,,,
Nenad Krstičić,15959.0,Serbia,Sampdoria,9.0,554.0,3.0,3.0,"['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Attacking Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']","['Center Defensive Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Attacking Midfield']",6.155555555555556,Midfielder,Left Defensive Midfield,Defensive Midfielder
Richmond Yiadom Boakye,15960.0,Ghana,Atalanta,0.0,0.0,0.0,0.0,[],[],0.0,,,
Éderzito António Macedo Lopes,15996.0,Portugal,Lille,18.0,1277.0,4.0,4.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Wing']","['Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Center Forward', 'Left Center Midfield', 'Left Center Forward', 'Center Forward', 'Left Wing', 'Center Forward']",14.188888888888888,Forward,Center Forward,Striker
Fernando Francisco Reges,16003.0,Brazil,Manchester City,20.0,1542.0,3.0,3.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Left Wing']","['Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Forward', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield']",17.133333333333333,Midfielder,Right Defensive Midfield,Defensive Midfielder
Jean Pierre Nsamé,16014.0,Cameroon,Angers,0.0,0.0,0.0,0.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Wing', 'Center Forward', 'Left Wing']","['Right Wing', 'Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Wing', 'Right Midfield', 'Center Forward']",0.0,Forward,Center Forward,Striker
Djibril Sow,16026.0,Switzerland,Borussia Mönchengladbach,0.0,0.0,0.0,0.0,[],[],0.0,,,
Kevin Mbabu,16027.0,Switzerland,Newcastle United,3.0,184.0,1.0,1.0,"['Left Back', 'Right Center Midfield']","['Left Back', 'Left Back', 'Right Center Midfield']",2.0444444444444443,Defender,Left Back,Offensive Defender
Niklas Hult,16056.0,Sweden,OGC Nice,11.0,814.0,2.0,2.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Wing Back', 'Left Back', 'Left Center Forward', 'Left Wing']","['Left Center Forward', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Center Attacking Midfield', 'Left Center Forward', 'Left Wing Back', 'Right Center Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Right Center Midfield', 'Left Back', 'Left Center Midfield', 'Left Wing Back', 'Right Center Midfield', 'Left Center Forward', 'Left Wing', 'Left Center Midfield']",9.044444444444444,Defender,Left Back,Offensive Defender
Uroš Ćosić,16061.0,Serbia,Empoli,9.0,810.0,0.0,0.0,"['Left Center Back', 'Right Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back']",9.0,Defender,Right Center Back,Regular Defender
Josh Onomah,16067.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Right Wing', 'Center Forward', 'Left Wing']","['Left Center Midfield', 'Right Wing', 'Right Wing', 'Right Defensive Midfield', 'Right Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Right Wing']",0.0,Forward,Right Wing,Winger
Vurnon Anita,16072.0,Curaçao,Newcastle United,34.0,2200.0,10.0,10.0,"['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Back', 'Right Back', 'Center Defensive Midfield', 'Left Defensive Midfield']","['Right Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Back', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Back', 'Left Back']",24.444444444444443,Midfielder,Right Center Midfield,Central Midfielder
Aras Özbiliz,16073.0,Armenia,Rayo Vallecano,2.0,94.0,1.0,1.0,"['Center Attacking Midfield', 'Right Center Midfield', 'Left Back', 'Right Back', 'Left Wing']","['Right Back', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Back', 'Left Wing']",1.0444444444444445,Defender,Left Back,Offensive Defender
Jordy Clasie,16181.0,Netherlands,Southampton,36.0,1869.0,16.0,16.0,"['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']","['Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield']",20.766666666666666,Midfielder,Left Defensive Midfield,Defensive Midfielder
Nikola Maksimović,16202.0,Serbia,Torino,16.0,1440.0,0.0,0.0,"['Right Wing Back', 'Right Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Wing Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",16.0,Defender,Right Center Back,Regular Defender
Florian Raspentino,16271.0,France,Bastia,9.0,463.0,4.0,4.0,"['Center Attacking Midfield', 'Right Midfield', 'Left Back', 'Left Midfield', 'Right Center Forward', 'Center Forward', 'Left Wing']","['Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Center Forward', 'Center Forward', 'Right Midfield', 'Left Back', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Left Wing', 'Center Attacking Midfield']",5.144444444444445,Forward,Center Forward,Striker
Dame N''Doye,16295.0,Senegal,Sunderland,6.0,454.0,1.0,1.0,"['Right Midfield', 'Left Midfield', 'Right Wing', 'Right Center Forward', 'Center Forward']","['Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Center Forward', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Center Forward', 'Center Forward', 'Right Midfield', 'Right Wing', 'Right Midfield']",5.044444444444444,Midfielder,Right Midfield,Central Midfielder
Leandro Daniel Paredes,16308.0,Argentina,Empoli,40.0,2653.0,11.0,11.0,"['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']","['Center Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield']",29.47777777777777,Midfielder,Center Defensive Midfield,Defensive Midfielder
